profile,follower
2386486,34535258
2386486,74947059
2386486,188889846
2387210,160256845
2389068,3394886
2390986,22946118
2390986,23906581
2390986,124333359
2391756,3445313
2391756,10265971
2391756,10671145
2391756,16219574
2391756,16863067
2391756,17922661
2391756,20921723
2391756,30024968
2391756,30543120
2391756,55237272
2391756,66727424
2391756,156022571
2391756,161374180
2391756,209117716
2392823,74947059
2392868,14402445
2393067,2634341
2393067,103881739
2393719,155746408
2393719,350402308
2394564,12694324
2394564,74947059
2394564,261561576
2397154,2488667
2397154,4198536
2397154,5831925
2397154,9731053
2397154,10280053
2397154,16525334
2397154,27025289
2397154,48556862
2397154,83036463
2397154,84164336
2397328,59281088
2399599,2877365
2399599,3496937
2399599,5323263
2399599,11252938
2399854,105581509
2400854,74947059
2400955,29950867
2400955,176627442
2401020,27136885
2402997,6493585
2403989,7242996
2403989,12191433
2403989,17023970
2403989,32695167
2403989,36433584
2403989,88399054
2403989,93397245
2403989,124857921
2403989,140952592
2403989,150505016
2406225,27309684
2406281,2827233
2406281,108777895
2412957,4177085
2407752,3128081
2407752,4906606
2407752,11014820
2407752,18552093
2407752,48556862
2407752,80229969
2406488,2460583
2407752,87700233
2406488,3036993
2407752,168170070
2406488,3519433
2414215,41553720
2414215,82690443
2414215,85013665
2414215,196085747
2414929,2535384
2414929,20342217
2414929,53684920
2406488,6470356
2416432,15322857
2406488,7845563
2406488,9399449
2406488,11432178
2406488,11935313
2406488,12780800
2415495,2645655
2415495,2827233
2415495,3049649
2415495,3142361
2406488,15294546
2406488,15584160
2415495,4007255
2415495,6119087
2415495,17413622
2423755,3245667
2423837,17556976
2423837,27706268
2415495,32908517
2423837,251086860
2415495,45493596
2415495,46463493
2415495,52593604
2424178,201743725
2423962,93589486
2406488,27772427
2415495,288196924
2424250,5865246
2424250,6585141
2424250,17758602
2424250,19851352
2424250,295828786
2415495,313419312
2426111,3580064
2426111,33227091
2406488,74663225
2406488,87700233
2426464,4878946
2426464,31460716
2426464,33610966
2426464,112856407
2426464,229721887
2428529,5366001
2430764,9794315
2430764,30332657
2430764,30668838
2430764,49910709
2431206,28335407
2431905,4363317
2431905,10911318
2431905,63504995
2432213,3025328
2432213,14110118
2432640,17326040
2406488,207763274
2434672,169833732
2434672,311520595
2435412,77815459
2435412,135860092
2435412,167021346
2435412,176616808
2435412,186998155
2435412,198164006
2435412,250019364
2435412,316952990
2435481,11863660
2435610,3470452
2438999,38044894
2441571,2567932
2441571,3289408
2441571,4065657
2441571,12400685
2441571,66390948
2441571,169783670
2441797,148010786
2443384,4707852
2442051,2868363
2442051,2909622
2442051,3303539
2442051,3646389
2442051,5574694
2442051,6330063
2442051,7908736
2442051,10413804
2442051,10465682
2442051,10833523
2442051,13362536
2406488,305193142
2442051,16219574
2442051,16316698
2442051,16689132
2442051,36592627
2442051,38172519
2442051,47278370
2442051,51070915
2442051,52186261
2442051,54379614
2442051,91218790
2442051,202600333
2443420,3509188
2443420,20956728
2444194,5748628
2444194,35407524
2446308,3125707
2446308,4878946
2446308,74418268
2446308,135729819
2446377,2467244
2446377,2855994
2446377,3296509
2446377,6948427
2446377,7908736
2446377,15179588
2446377,53445711
2446377,87932394
2446377,122084594
2446308,419919848
2447401,3039445
2448336,11872309
2448336,22651458
2448336,27114448
2448336,53753391
2448336,195020444
2448880,5071490
2448880,22536168
2451638,3588875
2451638,4472351
2451638,20588838
2451638,25924074
2451638,30002864
2451638,136716374
2451638,165344324
2451638,177352142
2451638,222051884
2452510,147774562
2453110,3889561
2453110,5369575
2453110,6643713
2453110,13443717
2453148,4021105
2453110,91322486
2453148,17229254
2453110,154315901
2453110,168170070
2455262,4132741
2455262,13675440
2455262,17846533
2455262,76067341
2456291,2691787
2456291,3135129
2456291,3445313
2456291,4653941
2456291,4860562
2456291,15737967
2456291,29622525
2457629,24232608
2456291,48059690
2456291,50855309
2456291,88821686
2456291,123826786
2458082,65849072
2458082,135860092
2458335,50956454
2459735,2935876
2459735,30700821
2460583,176457649
2460583,316952990
2461339,7845563
2464134,3481562
2464134,4020852
2461339,19464534
2464134,17233015
2464134,19805721
2465416,11974420
2465416,17758602
2465416,27558202
2465416,33310373
2465416,181339639
2466061,34550885
2460272,4132741
2460272,6154396
2466798,151874148
2467244,2675139
2467244,3071413
2467244,3296509
2467244,3440998
2467244,3871998
2467244,6267096
2467244,6330063
2467244,6948427
2467244,7144562
2467244,7583787
2467244,7908736
2467244,8317201
2467244,9026668
2467244,11343911
2467244,11854522
2467244,11887237
2467244,15179588
2467244,16530314
2467244,28881416
2467244,37058229
2467244,49396301
2467244,53445711
2467244,53684920
2467244,74947059
2467244,78132875
2467244,83036463
2467244,102569047
2467244,122084594
2467244,145792865
2467244,181339639
2467244,190183312
2467244,200227140
2470135,14292784
2469042,3435757
2469042,4496423
2470135,43584175
2469042,21511298
2469042,34369915
2469042,74168414
2471596,4369139
2471596,5908933
2471596,11046237
2471596,28650926
2471596,41925046
2474984,23417263
2476842,176322730
2477748,10494524
2477748,145609394
2479288,3062878
2479355,74947059
2479288,198139918
2479983,17125139
2482685,259198924
2482427,8211245
2482427,9295517
2482427,55792165
2486080,2645655
2486080,3049649
2486080,3563257
2486080,4007255
2486080,8353963
2486080,15449347
2486080,16972019
2486080,19187386
2486080,131098603
2482427,107691747
2482427,171841491
2486812,48549043
2488667,4198536
2488667,4255794
2488667,9731053
2488667,48556862
2488667,54771177
2488667,168550540
2493849,2859051
2493849,2963564
2493849,23963291
2496296,2969850
2496296,5750512
2496373,450464108
2497436,5762986
2498257,2649207
2498257,2799261
2498257,6279583
2498257,10269633
2504227,2818602
2504227,5242910
2504227,5574694
2504227,5899761
2504227,6015421
2504227,6198355
2504227,6316507
2504227,6330063
2504227,8227172
2504227,8639949
2504227,61939605
2504227,74947059
2504227,377768736
2509084,8909481
2508533,35813735
2509084,23865250
2508533,57054520
2509084,231965368
2511631,17135713
2511631,27025289
2511631,78886813
2514114,65396893
2514114,70168931
2511631,166282767
2514196,22760163
2514253,5476868
2514478,9038595
2514478,20099554
2514478,42657174
2516149,9108397
2515019,7877499
2515019,16375646
2515019,101666916
2516196,6585141
2516355,6423057
2516355,165060332
2517502,3117340
2517502,3389571
2517502,3871998
2517502,5836709
2517502,5904590
2517502,7049172
2517502,9904594
2517502,10489804
2517502,28881416
2517502,45982673
2517502,50319167
2517502,68442618
2517502,144848696
2519922,159349241
2520757,2827233
2520757,11788659
2520785,4007255
2521285,96128120
2523665,15537790
2523665,32865690
2526558,5620944
2526558,9496689
2526558,290683289
2527676,5510659
2527676,93386146
2530299,95799115
2533631,20465173
2533631,28543723
2533631,50471244
2533822,59389257
2533822,209861265
2535384,53684920
2535384,77937228
2535384,84105622
2535384,132853529
2539154,83523353
2539201,8045280
2539201,50889614
2539905,3213094
2539905,6246799
2539905,73328531
2539848,162404340
2541346,115408547
2542164,4193632
2542704,2771059
2542704,3071413
2542704,3172733
2542704,3640844
2542704,11039396
2542704,31256020
2542704,153079796
2539848,216521098
2543148,7931322
2543043,33379271
2543428,4576238
2543428,10173392
2545273,3057925
2545273,38038810
2544683,10353144
2544683,11526816
2544683,18301942
2544683,44110083
2546200,18582709
2546721,5208736
2546721,17684523
2546721,35252555
2546721,66888341
2548719,21854606
2547211,3332001
2547211,8639949
2547211,11887237
2547211,16083970
2547211,84442907
2547211,223712788
2551026,2552302
2551026,3733828
2551026,4202696
2549112,21004201
2549112,53445711
2551026,10561670
2551026,13362536
2551026,15849693
2551026,16767286
2551026,17709783
2549112,218267260
2551026,23373757
2551026,25717248
2551026,46790686
2551026,56357668
2551026,63369392
2551026,75289793
2551026,78132875
2551026,144848696
2551026,146914070
2551026,235893843
2551026,296649955
2552241,62113498
2552302,5281945
2552241,201790252
2552302,8544256
2552302,10961740
2552302,11496788
2552302,13622835
2552302,16008528
2552302,16767286
2552302,56357668
2552302,63369392
2552302,144848696
2552302,235893843
2552302,236670400
2552447,6731379
2552447,9796519
2552447,32515468
2552447,153108692
2552447,231196653
2552744,24248311
2552744,26850045
2555006,271925171
2555391,4906606
2555906,6561486
2555906,18176888
2555906,152009527
2555799,6735124
2555799,12599118
2558411,5064741
2558411,7201896
2558411,93637421
2557278,18929202
2557278,22760163
2557278,74418268
2557278,135130044
2560330,6711854
2557278,419919848
2561338,10911318
2561338,24097019
2561338,54694216
2561451,3859900
2566354,2827233
2566354,54482356
2565868,13678651
2567694,8231833
2567694,9347718
2567932,8688497
2565868,51064916
2567932,74947059
2567932,137908065
2567932,169783670
2565868,186893388
2568530,18640494
2565868,267806269
2568604,4450998
2565868,419664451
2574014,4167283
2574014,53445711
2574014,171301115
2574565,3245667
2574565,11252938
2574565,18320615
2574565,20421143
2574565,29690656
2574565,32995639
2575003,2582083
2575003,4023239
2574565,212781026
2576828,2699085
2576828,4653941
2576828,11438740
2576828,25360092
2576828,44554197
2578566,33479249
2580357,29306031
2581465,4617529
2582083,3579257
2582083,88811425
2583747,11791027
2583747,19689492
2583747,63729726
2584295,2958792
2584295,7917882
2584295,25901677
2584295,36699842
2584976,61937573
2585521,6369965
2586404,20648847
2586404,171301115
2586404,194821572
2586437,6882942
2586437,90929480
2586437,98417933
2588260,32796219
2588260,100563048
2589817,16214047
2589817,166213509
2591386,3797876
2591386,153034225
2591896,4065744
2591896,6279583
2593376,2914783
2593376,88821686
2593268,19221842
2593268,26394486
2593268,36086906
2593268,57054520
2593268,60433522
2593268,176616808
2593268,186546527
2596326,2671528
2596326,60215923
2598072,3795960
2598072,70957268
2598401,3060077
2598401,6576834
2598401,10202034
2598401,15650923
2598401,19277389
2598401,21801469
2598401,22402904
2598401,31977709
2598401,38109160
2598401,57764147
2598401,178421741
2598401,190269696
2600456,86884423
2604665,135651165
2606153,112809658
2606153,155831030
2610204,259111843
2610888,5623572
2610888,87277002
2611493,39736166
2612357,92072577
2612788,4802012
2612788,4846123
2612788,81603387
2612788,187758694
2612788,222647756
2615421,5041780
2615421,6292770
2615421,16244802
2615421,21767623
2615806,57778348
2615806,74947059
2617684,54364918
2618689,169929527
2622092,14204272
2622092,189590109
2624624,4607510
2629722,7132626
2629722,135445815
2631020,4186280
2631020,8617257
2631020,64431863
2632584,4586592
2632721,66853154
2636490,5852302
2636490,20772703
2636856,74947059
2636653,160521877
2637605,4743333
2637605,62975565
2637605,328447437
2637907,3059718
2638052,3371782
2639744,2645655
2639744,12093960
2639744,27568435
2644485,21783008
2646615,3889561
2646508,261494677
2646615,36564597
2646615,152980992
2649182,68048439
2645655,2745257
2649207,2799261
2649207,5133901
2645655,2827233
2645655,2892904
2645655,2914407
2645655,2952291
2645655,3049649
2645655,3959522
2645655,4007255
2645655,4096007
2645655,4163703
2645655,4193632
2645655,4258926
2657311,2721788
2657311,2868363
2657311,3128621
2657311,3207105
2657311,5854229
2657311,6527166
2657311,11388185
2657311,16008528
2657311,29622525
2657311,45399915
2657311,78132875
2657311,187322408
2645655,5870769
2645655,5905397
2645655,6119087
2660049,25086327
2660049,43271648
2660049,178145820
2659201,74947059
2645655,6403296
2645655,6643713
2645655,6708527
2645655,6897252
2645655,7028008
2645655,7246726
2645655,7845563
2645655,7885474
2645655,8716848
2645655,9438373
2645655,9762930
2645655,9842444
2645655,11104219
2645655,11971031
2645655,12093960
2645655,12947806
2645655,13203673
2645655,13323255
2645655,15718575
2645655,16521898
2645655,16972019
2645655,17073535
2645655,17348289
2645655,18245242
2645655,19187386
2645655,22169808
2645655,23668346
2645655,28048401
2663926,26900177
2663926,48196389
2663926,66697864
2663926,157143215
2645655,32908517
2645655,35298045
2665043,4799945
2645655,39825530
2665043,14446993
2645655,45982673
2645655,54202091
2645655,62870354
2645655,74992068
2667603,6708354
2668538,6388393
2645655,76067341
2645655,80616230
2645655,82635549
2645655,129838298
2645655,137824189
2673097,74947059
2675139,2818602
2675139,2868363
2675139,2955432
2675139,3128621
2675139,4462885
2675139,6198355
2675139,6330063
2675139,6512027
2675139,6681559
2675139,7811639
2675139,7813830
2675139,7931322
2675139,8639949
2675139,9026668
2675139,9213457
2675139,9865041
2675139,10561670
2675139,12296279
2675139,19397413
2675139,20421143
2675139,22170544
2675139,26696235
2675139,36194589
2675139,74947059
2675139,91218790
2675139,113730009
2675139,154410531
2675139,154738720
2675139,173389234
2675139,181758373
2645655,145235528
2645655,157074045
2645655,159407031
2645655,160869760
2645655,164634638
2645655,165344324
2645655,169486357
2645655,187359161
2645655,190634924
2674530,8603782
2645655,196963165
2674530,17229254
2674530,22745365
2645655,219247680
2674530,190268587
2645655,246373739
2680100,14026645
2645655,321234607
2682786,74947059
2681607,46807975
2681607,60433522
2681607,74663225
2683272,4474276
2683272,46568999
2686228,2776539
2686228,5853476
2686228,14216146
2686228,26696235
2686228,28881416
2686228,50319167
2686228,68442618
2686228,94017391
2686228,144848696
2686228,152934262
2686228,187322408
2687582,16915962
2687582,25451743
2687582,55087297
2687582,74947059
2689429,4906606
2689429,9439955
2689429,19071061
2689429,38707420
2689429,123312039
2689429,241906026
2691787,5935691
2692547,31732762
2693059,4348081
2693059,6829752
2694117,4876340
2692792,12290328
2694117,26998251
2694117,28399592
2693059,101402226
2692792,18277227
2692792,25451743
2693059,203371400
2692792,45227769
2692792,52880132
2694117,144584023
2694117,168008314
2694117,206789394
2694774,31954337
2694117,334412320
2694981,15593268
2694981,31460716
2694981,37120648
2695578,8068494
2699309,95692613
2702426,21265837
2702426,267351283
2704828,4482939
2703939,10709892
2707527,3853533
2708477,2947816
2708477,17304381
2708477,57146165
2708477,87303236
2708477,142124936
2715340,6818759
2715340,36541507
2715646,7813702
2719151,5698258
2719151,15106891
2719151,97611920
2719151,164375457
2719831,11540848
2721788,5633889
2721788,7536611
2721788,10966805
2721788,16192583
2721788,16323582
2721788,35056408
2721788,35706446
2721788,38875945
2721788,57578987
2721788,78132875
2721788,117576523
2721788,118376678
2721788,120481254
2721919,8458688
2721919,18314014
2721919,65847943
2721919,136295448
2724197,170045070
2728210,3172733
2728210,3445313
2728210,3757668
2728210,31492456
2728210,146294693
2728210,165498131
2729607,5420031
2729607,21281697
2729607,198882412
2729607,239025563
2729607,318797841
2734023,14636153
2734023,20533501
2734358,4202696
2737238,22166130
2737238,46480879
2738829,18290334
2738829,31710757
2739796,4516113
2741028,2812637
2741028,4906606
2741028,6701313
2741028,15574489
2741028,17304381
2741028,74663225
2741028,252471713
2742413,14483363
2742738,2896735
2742738,3972759
2742738,5292603
2742738,16459677
2742738,31869008
2742738,45310893
2742738,114047846
2742738,123285565
2742738,169299511
2742738,192471516
2742738,222319181
2745027,8586502
2745027,25054810
2745027,42932988
2745027,92414189
2745257,4139681
2745257,5038793
2745257,10626236
2745257,24805936
2745257,46463493
2745257,158259474
2745257,188889846
2747271,87885330
2745257,252860910
2749429,11663203
2751670,224475105
2752615,141586688
2753217,86786897
2753217,137120608
2753217,144906936
2755553,4428109
2755553,46603010
2753379,14036770
2755967,7617828
2755967,31013874
2755967,31670640
2755967,93732136
2755967,200796072
2758205,3348147
2758205,74947059
2760029,9104320
2760029,9614321
2764706,3590093
2764706,5248678
2764706,9224103
2764706,62828764
2764706,136387173
2767305,68938014
2767305,151365440
2767453,3752893
2767453,151040066
2769744,150305130
2771059,4329357
2771060,24559761
2771318,5121180
2771318,5429726
2771318,20469682
2774614,13305689
2775780,54202091
2775780,84884974
2775780,168170070
2776539,14180570
2776539,15066320
2778351,3057825
2778351,5976581
2778351,6385738
2778351,16323582
2778351,27384098
2778351,202600333
2778351,369973674
2779459,43718490
2779459,187816071
2779607,72140660
2779999,21384931
2779999,66787672
2779999,135867099
2784976,6793175
2784976,44836418
2784976,74947059
2781768,177473726
2785086,5280481
2785627,53695161
2785627,172878646
2786381,4935011
2786751,15527363
2786751,152373658
2787989,318797841
2788059,90926274
2788059,177330694
2788279,99220262
2792538,11936171
2792538,56610625
2793645,76881645
2793645,79910372
2794887,6198355
2796958,22604537
2797908,11398880
2800812,34535258
2801938,3259382
2801938,9201010
2801938,164189945
2797953,29902142
2808983,3427330
2808983,32865690
2808983,33887939
2808983,189644067
2808739,231458431
2812637,9637133
2812747,4892112
2812747,6119087
2812747,6159953
2812747,6511292
2812747,9745399
2812747,10398771
2812747,19100925
2813665,2818498
2812747,20899208
2813665,3128081
2812747,22760163
2813665,3364515
2813665,3674929
2813665,7720700
2813665,16705401
2813665,17413622
2813665,24224431
2813665,31676665
2813665,41273503
2813665,53357659
2813665,55792165
2813665,74663225
2814575,147897121
2812747,33443233
2812747,34434904
2812747,38465939
2812747,51438294
2812747,136387173
2813665,107303922
2813665,107606644
2813665,147039263
2813665,197299643
2813665,200936338
2813665,244649216
2815517,18118791
2814742,323127296
2816763,3207105
2816763,3231540
2816763,3580064
2816763,5082542
2816763,6847561
2816763,12273120
2816763,20861354
2816763,215888306
2818602,2875929
2818602,3084727
2818602,3605304
2818602,3782707
2818602,6198355
2818602,6330063
2818602,6430691
2818602,6822440
2818602,7022384
2818602,7920701
2818602,8639949
2818602,9026668
2818602,12621749
2818602,16634307
2818602,19397413
2818602,20421143
2818602,73950903
2818602,74947059
2818602,119946190
2818602,165060332
2819170,4906606
2819170,29316120
2819170,32313055
2819170,58236270
2819170,186781811
2820652,3948851
2820652,138544881
2820652,169929527
2818498,2876687
2818498,3340861
2818498,4756500
2818498,5631859
2824437,3268889
2818498,7265058
2818498,11594225
2818498,14318458
2818498,16634307
2829198,18647121
2818498,23668346
2829198,323127296
2818498,38577474
2818498,46807975
2818498,53337912
2818498,62103298
2818498,63002267
2818498,107677774
2829806,2918701
2829806,4346531
2829806,68987514
2818498,180851933
2818498,186238184
2818498,293842169
2827233,2877365
2827233,2919210
2827233,3036993
2827233,3101304
2827233,3128081
2834611,3334537
2834611,5533364
2834611,5730074
2827233,3445245
2827233,3804200
2827233,3901747
2827233,4200054
2827233,5014261
2827233,5104319
2827233,5305140
2827233,5869280
2835544,74947059
2827233,6578477
2827233,6777395
2827233,7110891
2827233,7120609
2827233,7620260
2827233,7813702
2827233,8581266
2827233,8631802
2836087,5063948
2837116,3632862
2837116,4106142
2837116,235792994
2837833,3006507
2827233,9948537
2827233,9954780
2837833,74947059
2827233,11302209
2827233,13323255
2827233,14400480
2827233,15296038
2827233,15631494
2827233,16705401
2827233,18671667
2827233,20055335
2827233,20350119
2838286,27855749
2827233,21179741
2827233,21215591
2838286,115892361
2827233,21611387
2827233,24774490
2827233,26104200
2827233,26283258
2839453,3060964
2839453,4096916
2827233,34629062
2827233,42409165
2827233,46463493
2827233,50777278
2827233,53382217
2827233,55608833
2827233,58506727
2827233,59078237
2827233,60253383
2842409,47633863
2827233,74947059
2827233,75285209
2827233,78555359
2827233,85129327
2842540,24388217
2827233,91227180
2827233,91343062
2827233,97101044
2827233,100847665
2827233,108577339
2827233,116764872
2827233,123191404
2827233,144855959
2845547,9405437
2827233,148414798
2827233,148863035
2827233,151233131
2827233,158790172
2827233,182929824
2827233,197299643
2845601,3982969
2845601,88700117
2827233,209243336
2827233,225440193
2827233,290014340
2827233,307743049
2827233,401725035
2847538,7623872
2846168,3693996
2846168,4139681
2846168,4256446
2846168,5306329
2847649,5215025
2846168,68987514
2850086,6800348
2850086,8687194
2850086,10541575
2851941,3889561
2851941,5369575
2851941,5722327
2851941,8957863
2851941,10505428
2851941,12981963
2851941,13869437
2846168,206973887
2851982,44924578
2851941,24395666
2851982,107303922
2851941,34516831
2846168,226804531
2851941,74663225
2856350,11167484
2855994,3071413
2855994,3296509
2855994,6948427
2855994,7908736
2855994,8317201
2855994,29950867
2855994,47429324
2855994,51371283
2855994,53445711
2855994,75289793
2855994,122084594
2855994,181339639
2859051,2896735
2859051,2973403
2859051,41378535
2859051,55877037
2859051,74663225
2861573,7028008
2861573,18781728
2861573,74947059
2864357,8590442
2864357,8809425
2864357,268904291
2863124,8803236
2863124,12290328
2863124,98484582
2863124,147469597
2863124,160684642
2866221,81785471
2866221,123139909
2863124,184033508
2867826,3008315
2869036,74947059
2868363,3128621
2868363,3659064
2868363,4544150
2868363,6512027
2868363,7908736
2868363,9213457
2868363,9865041
2868363,36194589
2868363,45661392
2868363,47429324
2868363,66061545
2868363,91218790
2868363,117576523
2868363,151590777
2868363,160725342
2868363,202600333
2868363,334412320
2872415,15449700
2875929,8639949
2875929,9026668
2875929,16219574
2875929,16689132
2875929,32865690
2875929,74947059
2875929,119946190
2873649,3839348
2873508,17747055
2873508,24607242
2873649,95994989
2873649,102269002
2876719,94099595
2876934,6493585
2876934,37120648
2877365,3519433
2879940,3777962
2877365,14600082
2877365,16717027
2879940,97044383
2877365,25451743
2877365,61214916
2877365,87577334
2877365,120957262
2877365,160725342
2877365,181130475
2877365,228119163
2883664,33320680
2883664,61346898
2883664,137772290
2880898,43484431
2890617,4446665
2885354,5730434
2885354,7845563
2890617,155225058
2891628,3456582
2891628,91343062
2892245,18088442
2892245,154700077
2892245,194314024
2893219,3695385
2893219,19460411
2892904,8000327
2892904,8181698
2892904,20451262
2892904,91647172
2893257,11273092
2893257,77913029
2893257,118969296
2893582,36765932
2894340,170045070
2895493,237189619
2895873,152050133
2899307,3332661
2899307,6379815
2899307,7766277
2899307,116281313
2899535,3458872
2899649,4215656
2899649,19932548
2899649,34550885
2899649,64599677
2899649,191176217
2904062,12727845
2904424,3693996
2904424,38751744
2904424,62824831
2905777,3198050
2905777,4541403
2905777,5634966
2905777,5836709
2905777,10818131
2905777,12501545
2905777,26456777
2905777,71076205
2905777,117576523
2905777,369973674
2909301,5299958
2909301,5859219
2909301,6558085
2909301,8803236
2909301,10168019
2909301,11252938
2909301,11648944
2909301,32865690
2896735,3129744
2909301,93546572
2909301,123826786
2896735,3339693
2896735,3383728
2896735,3700753
2896735,3703220
2909301,169486357
2909622,4198536
2896735,3988892
2909622,27025289
2909622,45661392
2909622,47278370
2909622,72459221
2909622,184413022
2896735,4198289
2896735,4200054
2896735,4258926
2896735,4309531
2896735,4437202
2896735,4648969
2896735,4906606
2896735,5215025
2896735,5234004
2896735,5598568
2896735,5830233
2896735,6119087
2896735,6238126
2909301,223040065
2896735,6897252
2909301,233894813
2896735,7098317
2909301,251379118
2910285,54555028
2910285,152408472
2910285,192565636
2896735,7845563
2910285,352782965
2896735,8194748
2896735,8984622
2896735,9001184
2896735,9375794
2896735,10168019
2896735,10198138
2896735,10326499
2896735,10911318
2896735,11097203
2896735,11113268
2896735,11286213
2896735,11442264
2896735,11777538
2896735,12400685
2896735,12793566
2896735,16972019
2896735,17397435
2896735,17833223
2896735,18320615
2896735,19033456
2896735,19287548
2896735,19737742
2896735,19908963
2896735,20477452
2896735,29155192
2896735,31419405
2913190,11438740
2896735,35804979
2896735,36483084
2896735,36554495
2896735,37058229
2896735,38789465
2896735,39624470
2896735,41024372
2913483,190288005
2896735,46463493
2896735,48381151
2896735,49511688
2896735,54578681
2896735,54738809
2896735,62870354
2896735,69919925
2913900,37505397
2913900,125525813
2913900,201743725
2913900,292308272
2896735,76067341
2896735,80087771
2896735,86720932
2896735,91322486
2914407,16652229
2914407,48556862
2914407,74947059
2914407,123826786
2914407,151536814
2914407,162169442
2914407,169486357
2914407,169685229
2914407,187314330
2896735,123826786
2914407,235468668
2914407,258976935
2914407,259111843
2896735,131732433
2896735,135800537
2914783,5121180
2896735,140623455
2896735,147469597
2896735,150887820
2896735,155907341
2896735,159772791
2896735,161473208
2896735,169486357
2896735,174213468
2896735,179569584
2896735,198890054
2896735,199996425
2896735,237189619
2896735,239356017
2918027,6493585
2918027,11252938
2918027,16301329
2918027,56892586
2918266,4627435
2918266,37132707
2918266,74947059
2918266,224157959
2919210,4906606
2919210,17878733
2919210,32865690
2919210,134647165
2896735,318004818
2896735,350541456
2923546,158918432
2923546,214147589
2925895,19449528
2925895,63506731
2925895,80341119
2927641,18381452
2928104,3996272
2928104,66697864
2926915,12410072
2928318,3427487
2928318,4541403
2928318,138085421
2928318,202595455
2929752,7666091
2930486,3427330
2930486,47972826
2931633,4878946
2931633,56219513
2931633,68938014
2931633,112856407
2941326,21260187
2941326,31498536
2939793,5552679
2939793,10168019
2939793,55792165
2939793,120481254
2939793,137244093
2941658,8237923
2944768,2963482
2944768,3519433
2944768,4878946
2944768,7098317
2944768,44359826
2944768,123139909
2944768,168816190
2944768,228902363
2945966,177473726
2946564,31051511
2947816,4860562
2948161,13191561
2948161,19571623
2948161,132180520
2949047,3046721
2949047,6671995
2949047,8458688
2949047,18314014
2949047,32759424
2949047,53445711
2949047,63686494
2949047,103654678
2949047,118246666
2949047,148413474
2949047,207155742
2950235,138907709
2952291,4379433
2952291,5631632
2952291,6643713
2952291,9438373
2952291,11358712
2952291,11671919
2952291,13693041
2952291,17588041
2952291,38194625
2952291,48349570
2952291,52470813
2952291,65397761
2955178,24302415
2952291,74947059
2952291,80505478
2952291,81976848
2952291,138720890
2952291,168170070
2952291,197105886
2952291,268062115
2956659,7501304
2956659,8485711
2956659,9374620
2956659,18792367
2955432,6316507
2957073,153776338
2957073,188113078
2957073,192431120
2957417,143913332
2958463,13002100
2958463,139952492
2958792,3064857
2958792,4490340
2958792,7917882
2958792,18164189
2958792,23249533
2960572,4420708
2960572,13748871
2960572,21265837
2960572,67373715
2960575,59123049
2960575,62916852
2960575,296654053
2962507,87872753
2963482,7098317
2963482,17304381
2963482,39291880
2963482,44359826
2963482,46957016
2963482,91647172
2963564,6868888
2963564,6876522
2963564,9348682
2963564,11337899
2963564,14216146
2963564,15562904
2963564,20410015
2963564,20465173
2963564,39347907
2963564,41399936
2963564,70945505
2963564,240067577
2969850,5574694
2969850,5750512
2969850,6198355
2969850,6330063
2963482,162404340
2963482,168179351
2963482,175290034
2970114,3241125
2963482,223040065
2963482,228902363
2970114,40202187
2970114,41847351
2963482,309827316
2973403,3604966
2973403,4772414
2973403,8317201
2973403,8878606
2973403,9295517
2973403,16767286
2973403,23232538
2973403,30590249
2973403,63369392
2974222,17137157
2974222,87043548
2974252,29504723
2977964,112856407
2978631,46063656
2978892,3151217
2978892,5509223
2978892,19664843
2978892,54610844
2978892,73154212
2978892,115124524
2978892,156370298
2978892,188188744
2978892,197540543
2978892,202275328
2980984,32143824
2981352,6407186
2984550,11936171
2985905,182834466
2988663,73328531
2989010,4906606
2991771,4796730
2992099,3646445
2991771,51790846
2992099,10853167
2995778,190799835
3006050,26699575
3005142,4403255
3005142,8495291
3005142,9539736
3005142,15593268
3005142,41747391
3006507,3200652
3006507,10434689
3006507,11572458
3006507,12157998
3005142,51875809
3006507,58284919
3006507,107303922
3006507,138311141
3006507,146234276
3006507,214590122
3005142,112946090
3006507,304200161
3006507,329526423
3007273,3207105
3007273,5865246
3007273,6585141
3007273,7898950
3007273,17709783
3007273,19851352
3007273,88126810
3007273,295828786
3005142,132385117
3008315,4195588
3008315,8249875
3008315,14319778
3008315,18647121
3008315,37120648
3008315,103627547
3008315,143840380
3005142,162039196
3008315,166098256
3008315,169429045
3008315,196482494
3005142,228902363
3009385,25451743
3009385,198357563
3010699,3365847
3010699,7275269
3010699,15025622
3010699,19397413
3010699,21384669
3010699,22760163
3010699,196866283
3014063,4714411
3014063,5637921
3014063,70452373
3016668,4718159
3017851,325488305
3018080,133977566
3022049,172324922
3022865,33503630
3022865,249257824
3024874,19170884
3024874,192951262
3025522,10970750
3025328,46807975
3025328,61831555
3025328,64258908
3026959,53445711
3026959,143858608
3031107,16466364
3034552,4363500
3034552,7285356
3034552,28543723
3034552,68678045
3034552,155100228
3034552,169497866
3035225,4369139
3036993,21766216
3036993,53695161
3036993,74663225
3025328,117291001
3039412,54735278
3025328,143191222
3025328,160973233
3041130,17765263
3041130,18401027
3039445,3776908
3039445,73807545
3039445,93489573
3039445,165060332
3046721,3611592
3046721,4482639
3046721,5502682
3046721,6671995
3046721,10202547
3046721,10966805
3046721,25892607
3046721,32759424
3046721,33310373
