profile,follower
1097103,122461499
1108593,65771640
1108911,7265058
1109042,1274013
1109042,1351582
1109042,2170339
1097103,134458630
1109429,1814039
1108911,14808919
1108911,17765263
1111035,4080912
1097103,137244093
1111035,346671533
1112036,1292982
1102205,15193802
1112036,4714411
1112036,9381047
1112038,166557119
1083868,138607883
1102205,17846533
1102205,18363444
1109429,138508539
1109042,7501304
1112085,5899761
1097103,142456180
1108911,152505799
1112880,1308132
1112880,1365799
1108911,155324402
1109042,10168019
1112880,2721788
1109042,11104219
1112880,5024674
1112880,5904590
1112880,5976581
1112880,6230916
1112880,7813830
1112880,8590442
1102205,32908517
1112880,10489804
1112880,11388185
1097103,144950847
1109042,16367718
1112880,38875945
1109042,17413622
1112880,120481254
1112880,138242296
1097103,146269706
1102205,45726962
1102205,50855309
1102205,51295565
1113187,2365375
1113187,5620944
1102205,54158580
1083868,165344324
1109042,41273503
1109042,53337912
1102205,67549741
1083868,185835307
1102205,91703044
1102205,93277427
1109042,107303922
1083868,252471713
1108911,392762432
1114307,1381204
1114307,1526436
1114307,2827233
1114307,6119087
1114717,8122045
1114307,166459854
1114990,1239622
1114990,1266385
1114990,1595092
1114990,1696453
1114990,2185216
1114990,3036993
1109042,168170070
1114990,147550611
1115078,50344828
1115078,152480659
1115576,85067836
1102205,135720134
1115576,135445815
1115162,24867935
1102205,168651441
1102205,174213468
1102205,186031061
1102205,189590109
1102205,209567490
1116020,2909301
1102205,227316356
1116742,1706728
1116742,2893257
1116742,5908933
1116742,24264529
1116264,1234466
1116264,74947059
1119519,2048563
1119519,87885330
1102205,234115376
1102205,245554190
1102205,248273250
1102205,274333777
1120322,11252938
1120322,206973887
1122292,24805936
1122292,71654062
1122027,2877365
1122027,4783195
1122027,34527849
1122027,46463493
1122364,2440491
1122364,8687194
1122364,53691420
1122364,59447304
1122364,166017030
1124626,5870769
1124626,32910311
1124626,140952592
1124557,2846168
1124557,3646389
1124557,4033386
1124557,4139681
1124557,6613871
1124557,14349531
1124557,16667486
1124557,89804397
1124557,138312306
1125632,1155231
1124557,241988243
1124557,271177328
1126066,45982673
1126363,85067836
1127281,1246257
1127281,15689874
1128196,4878946
1128196,22073302
1128540,131867586
1129188,1176360
1129188,1207012
1129188,70957268
1129414,1416686
1129414,2467244
1129414,2547211
1129993,80559046
1129993,111196247
1129993,137120608
1130127,330499505
1130127,352084128
1133551,1307673
1133551,113373441
1097103,150169330
1134100,1828469
1134100,2896735
1138305,2669548
1134100,4756500
1138081,2719831
1135370,5396532
1138081,5098758
1138081,9496791
1138081,9919726
1134100,11971031
1134100,16924750
1097103,162169442
1138343,187297567
1097103,162338503
1134100,20588838
1138081,115263381
1097103,172878646
1139373,9807514
1140049,37690304
1139373,25160201
1140049,59362528
1134100,74947059
1139373,119001258
1139373,151022718
1134100,95692613
1134100,107303922
1140553,14341981
1142235,2415495
1134100,164901387
1140553,47682287
1143026,5900312
1143048,20777125
1144905,1626713
1097103,186927028
1143859,1359873
1144905,9952094
1144905,23052782
1097103,188707567
1134100,267218400
1143026,190474068
1143859,17629566
1145359,1310035
1145359,1323333
1145427,29155192
1097103,197177290
1097103,197424435
1145359,2857358
1145756,2812747
1145359,3347401
1134100,329526423
1145359,4036514
1097103,206228591
1145359,21626547
1097103,210100941
1146176,2455262
1097103,210476059
1145359,86111633
1146176,212781026
1140553,389873218
1147507,1222291
1147507,1291373
1147507,1305762
1147507,1393260
1147507,1621534
1145359,413915353
1147507,1675078
1147507,2079158
1147507,2424250
1147507,3172623
1147507,3256198
1147507,3743111
1147507,4106715
1147507,5409659
1147507,7908736
1147507,11887237
1147293,92465217
1147507,25073200
1147507,43017894
1147507,47278370
1147507,54379614
1147507,84442907
1148703,2121454
1147896,1949654
1147896,2426021
1147896,4023239
1150188,1541669
1150188,1541944
1151018,1305762
1151018,1432066
1150188,2322512
1151018,6198355
1151018,10280053
1151018,17390787
1151018,21265837
1151018,27025289
1151018,32111180
1151018,43487696
1097103,228902363
1150188,4673519
1150188,8183517
1152452,2324361
1097103,233894813
1152744,2963482
1152452,7501304
1150188,17413622
1152452,11621502
1150188,42940593
1152452,12913906
1150188,52593604
1150188,93277427
1150188,135651165
1153739,6846622
1154228,1211514
1154228,1358636
1154228,1369444
1154228,1706728
1154228,1740321
1154228,2374452
1154228,2442051
1154228,7908736
1154228,8590442
1154228,10833523
1152452,169299511
1154228,45661392
1154228,47429324
1154228,91218790
1154228,202600333
1154184,75216225
1097103,269964774
1154445,1317744
1155357,1409281
1154445,8776869
1152452,266081889
1154501,53532940
1156070,1598119
1156070,2146624
1156070,2458451
1156510,1689956
1156070,14210131
1156070,15572927
1156070,15988259
1156510,4755736
1156070,39398320
1097103,309827316
1156070,56772984
1156070,65814693
1156070,72538286
1156070,89977193
1156070,123139909
1156070,169497866
1156510,219073261
1156510,239859837
1161285,235792994
1162532,11930699
1162142,6660904
1162142,16769124
1162142,31429524
1162848,1337157
1162954,1586619
1162954,18799107
1163876,1200713
1163876,13306705
1163876,74947059
1164229,2827233
1164229,4919582
1164229,12298851
1164229,45646601
1164378,2460272
1164378,4919944
1164685,1867304
1164685,14393975
1164685,153148669
1165421,111066809
1165973,1476191
1165973,1941563
1165973,2721919
1165973,3841002
1165973,4811578
1165973,8684250
1165973,12330213
1165973,27384098
1165973,122073362
1165627,7296128
1165627,7319793
1165627,7571321
1165627,32865690
1166269,1418460
1166269,1536849
1166269,86107251
1166269,292036471
1167058,58051258
1170872,3605304
1171056,147469597
1171056,159075932
1170342,4281359
1170342,6882942
1171466,1393304
1171466,1893014
1171466,2374452
1171466,2442051
1171466,3786069
1171466,6016130
1171466,7132626
1173444,5172298
1171466,46063656
1171466,202600333
1173444,179754223
1173460,12101455
1173460,19595616
1176977,323623363
1175823,218168709
1175823,235893843
1176360,210100941
1178680,1358918
1178680,6127997
1178680,259111843
1179320,5758623
1178119,1501077
1178119,1675754
1178377,3485930
1178377,4906606
1177915,58614405
1178377,13442221
1178377,34706029
1178119,6119087
1177915,193153828
1179409,10287707
1178119,16972019
1178119,59250241
1178119,149117984
1181992,1616857
1181992,16083970
1183066,1273929
1178119,211236198
1183283,11914345
1183916,1343416
1183916,1645322
1181218,2386486
1181218,5038793
1181218,7202183
1183916,6187862
1183916,9146974
1183916,13538104
1178119,321234607
1181218,15923397
1181218,20584385
1183916,59412481
1183916,74947059
1184970,24073716
1181218,38696617
1187153,114908761
1181218,54610844
1181218,75269382
1183916,371564172
1186046,2406488
1181218,160873432
1181218,166017030
1181218,188889846
1186046,9399449
1187482,10853167
1186046,24543818
1188862,1344552
1188862,6493585
1188862,70066152
1187413,4906606
1188347,2863124
1188347,11104219
1188347,11252938
1188347,98484582
1189139,2955178
1189139,3693563
1187776,7501055
1188347,172662510
1189139,11023539
1187776,32865690
1189139,141735109
1187776,136135616
1187613,1277072
1187613,1351582
1187776,173634041
1187613,1603958
1187613,1775881
1187613,1855861
1187613,1893014
1187613,2147306
1187413,16970342
1189361,43807020
1189361,45982673
1189361,387781449
1187613,2585521
1187613,2600456
1187613,2909301
1187613,4372994
1187613,4906606
1190652,16213698
1190652,74663225
1190652,117149065
1190652,197696248
1190652,227316356
1187613,16972019
1187613,18723744
1187613,19082731
1191850,3948851
1191850,4734624
1191925,1426007
1191925,74947059
1191925,99291509
1191488,1676411
1191488,8114322
1194367,1595941
1191488,55602602
1194367,4067843
1194861,237581066
1194936,154056751
1194936,178792929
1187613,45982673
1187613,55557013
1187613,59078237
1187613,62870354
1187613,66853154
1187613,80229969
1196442,4878946
1196442,22658856
1196442,74947059
1196548,22842834
1197989,2015697
1197989,2465416
1197989,2855994
1197989,3071413
1197989,3692352
1197989,4674463
1197989,4811578
1197989,9172588
1197989,11478896
1197989,14216146
1197989,28881416
1197989,37058229
1197989,40421531
1197989,46790686
1197989,52186261
1197989,75289793
1198299,3511585
1197989,181339639
1197989,217991700
1197989,248421079
1198299,10319481
1198299,11388185
1198299,27309684
1198299,33402311
1198299,35728830
1198299,55764120
1198299,101672480
1187613,134043806
1198265,3588875
1198265,3866307
1198265,10874841
1198265,13377267
1187613,142456180
1187613,145792865
1187613,156311057
1187613,162169442
1187613,162583569
1187613,169486357
1199434,1694900
1199434,1952658
1199434,2163750
1199434,2231454
1199434,4544150
1199434,5633889
1199434,78886813
1199434,117576523
1187613,191343530
1199767,6098595
1200669,2467244
1200669,2855994
1200669,2973403
1200669,3071413
1200669,3296509
1200669,8198569
1200669,9026668
1200669,11102907
1200669,22946118
1200669,23942604
1200669,53445711
1200669,80600896
1200669,120451815
1200669,122084594
1200669,181339639
1200713,1955317
1200713,31977709
1200713,32865690
1187613,197424435
1187613,217532670
1187613,233894813
1187613,244649216
1201688,4649075
1203031,3349354
1203388,32017280
1187613,316556650
1206684,1345562
1206684,1540896
1203681,2391914
1206684,2335094
1206684,2374452
1203681,2691787
1206684,3071413
1206684,3094462
1206684,3198050
1206684,3386509
1206684,3445313
1203681,3128081
1206684,16219574
1206684,17669041
1206684,22754011
1203681,3889561
1206684,145536364
1206684,151877045
1206684,169815076
1203681,6708527
1203681,9590025
1209546,2927801
1207874,13942051
1207874,51680132
1209546,60589080
1187613,379573155
1209546,137447050
1209560,2158336
1209840,97454916
1209560,2818498
1210023,1756217
1210422,1765961
1210422,6229913
1210422,6876522
1210422,13362536
1210422,20655353
1210422,32211893
1210422,53445711
1210422,153657369
1210951,121367397
1209560,19629464
1209560,27772427
1212205,3854254
1212205,7269643
1211514,1358636
1211514,1369444
1211514,1694900
1211514,1706728
1211514,1952658
1211514,2079158
1211514,2163750
1211514,2231454
1211514,2721788
1211514,2721919
1211514,2868363
1211514,3046721
1211514,3084727
1211514,3128621
1211514,3420313
1211514,4482639
1211514,4544150
1211514,5633889
1211514,6922005
1211514,8458688
1211514,10202547
1211514,10966805
1211514,13362536
1211514,16323582
1210348,87700233
1211514,18314014
1211514,19917094
1212205,259003435
1211943,3203441
1211514,23824997
1210348,130047155
1211514,25892607
1211514,33310373
1211514,33824088
1211514,45661392
1210348,222961402
1211514,74947059
1211514,117576523
1211943,113011441
1211514,172878646
1211514,181339639
1211514,190183312
1211514,202600333
1213695,5118964
1213695,5960741
1215060,1955874
1215060,5029561
1215060,6595062
1215060,7617828
1215060,11156763
1215060,20055335
1215060,20504757
1215060,62075386
1215060,80341119
1215060,182978548
1215060,200796072
1218604,2455269
1218604,2796958
1217030,4892112
1218323,3087202
1218323,3672844
1218323,4255794
1218323,8198569
1218323,13787471
1218604,63918718
1218323,38172519
1218323,74947059
1222291,1305762
1222291,1592139
1222291,1594317
1222291,1621534
1222291,2318114
1222291,3256198
1219741,2469042
1222291,5409659
1223636,2297313
1219741,17094257
1219741,25293284
1219741,62233621
1219741,80085014
1219741,81688878
1225714,1506088
1219741,197540543
1226564,5651596
1226564,12499618
1226827,12285922
1219741,345026928
1227328,7216290
1227634,1454703
1219741,419817873
1227328,19863337
1227328,74265798
1227328,84493542
1227634,139811926
1227634,145821676
1228426,1736513
1227634,189643446
1228941,1298666
1228941,13686610
1228941,16297521
1228805,1880175
1229029,45982673
1228805,14942515
1230127,3128081
1230126,11942784
1231072,1310300
1231072,1478335
1233086,1590322
1231072,2813665
1230127,125525813
1231072,2896735
1231072,3128081
1233280,7218460
1231072,5336338
1231072,7072224
1231072,7845563
1230127,178873414
1234413,7207410
1231072,147762905
1234466,1776820
1234466,1923543
1234466,1988444
1234466,3116012
1234466,77967780
1234466,131680170
1234115,4024598
1234115,30426947
1235169,2011059
1236309,38124461
1236791,5338339
1236791,145778415
1237758,1541669
1237758,6809237
1237758,125525813
1239378,3720564
1239378,24844232
1240020,1750062
1240020,3507369
1240020,5905802
1240020,9862674
1240020,12322272
1240020,19435130
1240020,29949339
1240020,30236140
1241039,1417220
1241039,5166182
1241039,9361394
1241039,32512704
1241039,151487394
1242075,25581828
1240020,106346133
1240020,122147210
1240020,135019304
1240020,135651165
1240020,136716374
1242835,2423755
1242835,9058320
1242835,15413270
1242835,215286629
1242893,66796916
1242893,115971502
1242893,161091521
1245779,1890789
1245779,89029466
1246257,15689874
1245779,145458883
1245779,185835307
1245779,188181800
1246257,91084081
1246257,155878359
1245779,240925005
1246257,230241874
1246654,3897537
1246660,6681526
1246654,7805039
1246660,150434919
1246518,74947059
1247454,150962546
1246660,216521098
1248047,18583637
1248384,2129168
1248384,35102045
1248384,97177039
1248856,134421048
1248606,1573013
1248606,2818498
1248606,2818602
1248717,33490352
1248606,3605304
1248606,4906606
1248606,6430691
1248606,60253383
1248606,141876889
1252838,126212757
1250683,21062325
1250683,41236550
1250683,46339066
1252081,14637024
1252081,32610178
1252081,186781811
1254077,42110111
1254077,385759651
1260449,6039821
1257562,1282587
1260449,51278728
1257562,2693059
1257562,5937538
1257562,6344423
1262265,1801363
1262265,3679140
1257562,7845563
1261658,1400087
1261658,2645655
1261658,2745257
1261658,7873024
1261658,11286213
1261658,15115465
1261658,16521898
1261658,17073535
1257562,13562754
1257562,19899154
1257562,62233621
1257690,2612788
1257562,163016050
1257562,205990553
1257562,225315439
1257690,7223953
1257690,7722355
1257690,11971031
1262265,197299643
1262506,2247113
1262506,2374452
1257690,15443700
1262506,3621537
1262506,4811578
1262506,5492101
1262506,11968345
1262506,20896395
1257690,21384174
1263600,88824212
1257690,33032394
1257690,81737473
1264406,1953721
1264957,5722327
1264406,316952990
1265553,1379573
1265553,1467332
1265553,2435610
1265553,2460583
1265553,6244070
1265553,125846831
1266385,2896735
1266385,3383728
1266370,10291194
1266385,10888656
1266385,11895173
1265952,7622472
1267016,134915514
1266673,122461499
1267133,76243191
1265952,107303922
1267995,74947059
1268422,3665799
1267133,152050336
1268558,24338237
1268422,4757011
1268558,104813207
1268558,147469597
1268558,150360140
1270832,5718703
1270832,20055335
1268422,74947059
1268422,92232868
1272694,74947059
1268558,291865036
1272471,1580484
1265952,304200161
1274526,10198138
1274526,77850333
1272471,74947059
1275176,1379573
1273929,1603548
1275176,121367397
1273929,2482427
1273929,2612788
1275176,156256258
1273929,3201915
1273929,5552679
1274013,1381204
1274013,1820024
1277072,1529927
1273929,13538104
1277072,1686837
1276411,92466921
1277072,3941545
1277072,6518858
1277072,68987514
1273929,30332657
1274782,2645655
1273929,58065309
1274013,4499689
1274013,5702156
1274013,7501304
1279815,1758681
1274782,4648969
1279815,6119087
1274013,9199483
1279815,11343911
1274013,11104219
1274013,11971031
1279557,20175307
1274782,6735124
1280124,8565857
1280124,27098949
1275660,1635020
1279815,46463493
1274782,7845563
1274013,14345573
1275660,2048563
1275660,2377324
1275660,2665043
1275660,2745257
1274782,9224103
1274013,16367718
1274013,26714649
1280497,32865690
1280497,71733990
1280605,9255108
1280605,9815263
1274782,11952068
1281510,32672216
1274013,43427098
1274013,47033331
1274013,50855309
1275660,7265058
1275660,7319793
1283380,6540956
1283380,10168019
1282587,3507369
1282587,4177718
1274013,54478450
1282639,20916149
1284219,3214061
1275660,12307283
1284219,6316769
1284219,25898764
1284219,116436438
1284219,139010105
1275660,15039137
1275660,18320615
1283367,1409950
1285922,14018953
1283367,1590593
1275660,32211893
1286318,1385753
1286318,1617195
1275660,33070724
1286706,1305762
1286706,1346391
1286706,2778351
1286706,2960572
1274013,137824189
1286318,20421143
1286706,4420708
1286706,5899761
1286706,6330063
1286706,7813830
1286706,21265837
1286706,67373715
1286706,377768736
1285922,77913029
1283367,4570314
1285922,150505016
1274782,137121453
1275660,42658946
1288042,74947059
1274013,158083086
1275660,49053489
1274013,160973233
1274782,149664212
1283367,6209171
1274013,168651441
1275660,59408217
1285922,188707567
1288182,74947059
1288182,192014561
1275660,67705891
1288176,10287707
1288176,72427683
1291373,1318844
1291373,1660969
1283367,7567319
1283367,7705310
1283367,8199872
1289040,1491174
1289040,2406488
1289040,3036993
1283367,9649950
1283367,9805259
1275660,87886569
1275660,88568939
1274013,204253180
1274013,205124380
1290322,10911318
1274013,209480736
1292982,74947059
1292982,100382657
1274782,188707567
1292982,178873414
1283367,13604758
1290322,38172519
1283367,14667726
1283367,16199757
1290322,138019980
1283367,17861226
1295147,1324167
1275660,142456180
1295147,1484251
1295156,2629722
1274013,237189619
1295219,2385270
1295219,3219892
1295219,4193632
1295219,4413207
1295219,5291753
1295219,5351818
1295219,7061932
1274782,321234607
1295265,4633743
1275660,155878359
1274013,242480528
1283367,27443982
1274013,248359532
1293030,12837753
1296330,19568014
1296330,85929526
1275660,169486357
1295219,30700821
1296330,271610883
1275660,178808865
1296445,1345562
1296445,1353574
1296617,2350404
1295219,56892586
1296445,1537848
1296617,2827233
1296445,1730015
1295219,74182092
1296617,12322272
1298333,15981534
1297723,5391308
1295219,132138911
1296445,2517502
1296445,2728210
1296445,2818602
1296445,2909622
1297723,77815459
1296445,4198289
1296445,4198536
1295219,182413668
1296445,7053969
1275660,186648758
1283367,62286308
1283367,62700684
1296445,10280053
1298666,13686610
1296445,16104125
1296445,16525334
1296445,18301942
1296445,23906581
1296445,27025289
1283367,69735358
1296445,120451815
1283367,79757948
1274013,343322415
1283367,88945355
1275660,219904608
1299600,4959929
1283367,111472526
1296617,170340268
1275660,232213500
1275660,258135574
1302863,2956659
1302073,11345689
1283367,189773998
1302863,22599160
1283367,271177328
1304351,1694900
1305521,17588041
1306009,4690695
1305762,1346391
1305762,1432066
1304351,15382173
1305762,1592139
1305762,1594317
1305762,1621534
1304351,74947059
1305762,2210289
1305762,2960572
1305762,3256198
1305762,3668408
1305569,1429368
1305569,1538925
1305569,1822629
1305569,2675139
1305569,2868363
1305569,2899307
1305569,3128621
1305569,4462885
1305569,6512027
1305762,5409659
1305762,6198355
1305569,7811639
1305569,7931322
1305569,9213457
1305569,9525069
1305569,9865041
1305569,12296279
1305569,13978606
1305569,14583337
1305762,12305516
1283367,325785628
1305569,32750119
1305762,17796247
1305762,21265837
1305762,28593948
1305762,32111180
1305762,43487696
1305569,75289793
1305569,91218790
1305569,98822208
1305762,66790954
1305569,211261134
1310035,4036514
1310035,8114322
1310035,8603782
1309168,6640941
1309909,16900173
1283367,392762432
1310035,11101994
1305762,377768736
1310035,21384931
1310035,25403339
1308132,7098317
1310035,241902199
1310300,2252881
1308398,22760163
1310888,1735091
1310888,19595616
1310888,179986702
1310817,6681526
1310817,52560492
1312503,1928439
1310817,140278216
1311840,1532253
1312503,176309962
1315313,62828764
1315313,66817163
1315313,211526543
1315313,244506719
1317744,1349743
1317744,7539155
1318091,1893433
1318091,5023523
1318649,1488853
1311840,16728531
1320209,5352538
1320209,10229929
1320209,11378002
1320209,22760163
1311840,29252282
1320209,92485615
1316657,25814931
1316657,38465939
1319949,135651165
1311840,42409165
1311840,107638479
1320777,1541669
1320464,1573013
1320777,27962894
1320863,1453232
1311840,116353742
1311840,141266535
1324167,1476552
1324167,1765961
1322996,20011796
1311840,158404211
1323333,7570600
1324417,3342728
1324417,10541575
1324417,18122991
1325370,1538235
1324417,51723522
1325370,8739564
1324417,88165953
1325370,74947059
1329020,2137131
1329151,1346391
1329020,2776539
1323333,164566187
1329151,6886770
1329151,7813830
1329151,14393975
1327218,1365799
1327218,1382065
1326836,11014820
1321861,2877365
1325441,1478376
1326836,20350119
1327218,6413252
1325441,5318108
1321861,8219868
1329151,117576523
1327218,37756278
1327218,142124936
1330012,1719265
1330012,1960244
1330012,3109098
1330012,7173211
1321861,38465939
1332446,2451638
1330012,14204272
1332446,14040507
1321861,74947059
1325441,63002267
1331875,3265613
1330012,107303922
1333033,2007115
1333033,3782707
1333033,4842246
1333033,6423057
1333033,13498739
1333033,19397413
1333033,32700477
1333033,74947059
1333033,78252598
1333033,181339639
1333033,248421079
1334447,2015697
1334447,2465416
1334447,3071413
1332866,83523353
1332866,123865429
1334032,1394144
1334032,15272495
1334447,31492456
1334447,32586158
1334447,106727760
1334447,181339639
1335161,11632367
1335161,200450310
1335658,1397197
1335658,1540896
1335658,1755681
1335658,2157728
1335658,3782707
1335658,8639949
1335658,9026668
1335658,16689132
1335658,38172519
1335658,74947059
1335658,119946190
1335658,151435159
1335658,271610883
1336362,2827233
1336362,4878946
1336362,9945155
1337157,2896735
1336362,134676265
1339542,2793645
1337157,8912997
1337157,56772984
1339614,6303806
1340309,11904641
1340309,74947059
1337171,6919295
1341046,2514253
1341170,1345960
1341170,1717721
1341170,11478896
1341170,11763310
1340638,1537153
1341170,14662967
1341170,15562904
1341170,16904274
1341170,22946118
1341170,26456777
1341170,49449879
1340638,2611493
1341268,6879467
1341170,124333359
1341714,2504227
1340638,12579028
1340638,32153340
1340638,34814260
1343178,1784502
1340638,151274136
1344513,1742475
1342825,1465548
1344513,3183167
1343087,1973781
1344513,4401030
1343087,2947210
1343087,10612717
1342825,26312158
1342825,27954748
1342825,33486107
1342825,58284919
1342825,93915392
1342825,125955036
1343416,1521774
1345562,1439470
1345562,1772024
1345562,2374452
1345562,2905777
1343416,1776457
1345562,3071413
1345562,3094462
1345562,3386509
1345562,3757668
1345562,7053969
1345562,17669041
1345562,23906581
1345562,27848408
1345562,93803345
1345562,94017391
1345562,120451815
1343416,2745027
1344552,4176692
1344552,8687194
1345685,151487945
1345960,2160277
1345960,2391756
1345960,5975025
1345960,10671145
1345960,20921723
1345960,26456777
1345960,30024968
1345960,30543120
1344552,19142118
1345960,87854965
1346391,1538925
1346391,1822629
1345960,124333359
1346391,2675139
1346391,3128621
1345960,317100311
1346391,6886770
1346391,7813830
1346391,67373715
1346391,91218790
1346391,377768736
1344552,30556822
1344552,49690347
1344552,53039872
1346184,1378560
1346184,12623474
1346919,14844535
1346935,2539905
1344552,143655488
1346919,31020703
1346919,33720601
1346989,2144060
1344552,169623085
1346989,52679313
1346975,2985905
1346919,86042210
1346935,26998251
1346935,139323387
1346935,151383985
1347318,1712623
1347349,1593720
1348036,3836508
1347349,5908933
1347318,24302415
1348191,3938663
1347318,59567029
1348036,27735558
1348036,65497597
1348036,94300190
1348036,97169450
1348036,269689254
1347409,10229929
1347409,45646601
1347409,49747875
1347409,69537832
1347409,143913332
1347409,151789249
1351037,2193861
1349743,2191110
1349743,5467007
1351037,42652874
1347409,193409257
1353574,2397154
1353574,2488667
1353574,2909622
1353574,4198536
1353574,9731053
1353574,10280053
1353574,27025289
1353574,48556862
1349743,71927049
1354651,6143992
1356063,1450493
1355823,5896334
1356063,1889889
1358581,1867304
1356063,2147306
1355823,14345573
1358636,1369444
1358636,1706728
1358636,1740321
1356063,4786224
1358636,2163750
1358636,2374452
1358636,2442051
1358636,2909622
1358581,8501059
1356063,6318369
1356063,7319793
1356063,10114665
1358636,45661392
1358581,30590249
1358636,160725342
1356063,31330554
1358636,202600333
1358000,15292236
1355823,88126810
1356063,65005722
1356063,79904551
1351582,1450493
1358918,4424692
1358918,4861550
1351582,1635020
1358918,6127997
1356063,162644572
1358000,23668346
1358000,25769541
1358000,30060972
1355823,167715617
1355823,170723402
1358000,51040156
1351582,1833099
1358000,114195214
1351582,2160790
1359408,1427787
1359408,137058294
1351582,2818498
1351582,2896735
1359601,6659186
1351582,3841292
1359701,2264554
1360287,3125707
1360287,6434269
1360287,6809402
1360287,8471298
1360287,10966805
1360287,25892607
1360287,45613151
1364537,4906606
1360287,411019287
1351582,7319793
1351582,9282822
1351582,9375794
1351582,10168019
1351582,10853167
1365563,1474030
1364767,1880175
1364767,2191110
1351582,14318458
1364767,2896735
1364897,4861978
1364767,7845563
1351582,18320615
1364767,160684642
1351582,21906605
1351582,25086327
1367275,5347602
1367275,17781800
1367275,22344965
1367275,53409439
1351582,32018522
1366474,6199462
1351582,44391171
1366474,22760163
1351582,49451754
1366474,42615822
1366474,65771640
1368273,4910854
1367509,14165468
1367509,15654621
1351582,65385304
1351582,80229969
1351582,87886569
1369444,1482917
1369444,1740321
1369444,2163750
1369593,7098317
1369444,2374452
1369444,2442051
1369437,4211362
1369444,2815517
1369444,2868363
1369444,12618333
1369444,15584160
1369444,24395666
1369444,45661392
1369437,24885071
1369437,52641982
1369444,202600333
1351582,107677774
1369437,133319889
1369437,141808827
1371530,1612227
1351582,142456180
1371530,8590442
1371530,9319493
1351582,143502165
1371530,38875945
1351582,147039263
1371530,46790686
1351582,147762905
1371283,4906606
1371530,137536632
1371723,24131105
1371283,10168019
1371283,10490052
1370774,2234077
1371283,108777895
1372785,72865664
1370774,46463493
1375199,6199462
1375199,6285983
1351582,261567835
1378141,1695189
1378141,122147210
1375199,22536143
1375199,61214916
1378560,2788059
1378385,15891429
1378560,3145351
1379573,1563664
1379998,2850086
1375199,197953068
1378560,12623474
1379998,21885540
1379573,4190588
1378560,42435962
1379573,53357659
1379573,74947059
1380797,1739583
1382128,3399537
1379573,156256258
1379573,157873802
1379573,166476548
1380797,3071413
1379573,169486357
1380797,3094462
1383761,1631482
1381054,3318049
1380797,7319793
1380797,9838674
1381054,5305140
1381204,1478376
1385274,3644284
1381204,1765436
1385274,5067230
1385274,34235374
1385274,37150452
1385274,41921075
1385274,53406855
1385274,71751078
1384813,32353304
1381054,9920228
1380797,27772427
1381204,2812747
1381204,3128081
1381054,14553515
1385274,100857930
1385274,125185745
1385274,132241648
1385274,136587615
1385753,4127861
1381204,4023239
1381204,4653941
1381204,6119087
1385753,20421143
1381204,7265058
1380797,150643059
1384490,19825718
1381204,7501304
1385753,28593948
1381204,8909481
1381204,9319748
1381054,74663225
1385753,74947059
1381204,9762930
1385753,136639427
1381204,11019697
1381054,86080513
1381204,11971031
1385983,1390431
1385983,1541669
1381204,14318458
1387289,10005728
1385983,2230338
1381204,21906605
1381054,138508539
1387289,30236140
1382065,8639806
1385983,4751709
1385983,5058246
1381054,160714781
1382065,14808919
1382065,18467806
1382065,18687683
1387212,3481562
1385983,12221371
1385983,13722895
1381204,46463493
1381054,203263900
1387212,84222502
1390629,1669144
1390629,2254885
1385983,107303922
1390629,2467244
1390629,3024874
1390629,3182930
1390629,4649711
1390629,4811483
1390629,13748871
1390629,21265837
1390629,23053358
1390431,5058246
1381204,143502165
1390629,51371283
1390629,122073362
1390629,122084594
1390629,140583366
1390021,1400087
1381204,168651441
1390021,1478335
1385983,238102127
1390021,1833939
1390021,1996324
1390431,138254909
1390021,2645655
1390431,231623842
1393260,1690284
1390021,3128081
1390758,1947278
1385983,392762432
1381054,318797841
1393260,177721510
1392341,1573013
1392341,1579002
1392341,1594214
1390758,3135124
1392341,2158336
1392341,2252881
1392341,2406488
1392341,2818498
1381204,237189619
1390021,6199462
1381204,244649216
1392341,3519433
1392341,3674929
1390021,6810901
1381204,248359532
1390021,7873024
1392341,6199462
1390021,9224103
1390021,9659082
1390021,10626236
1392341,14318458
1394147,1814709
1392341,21863497
1394147,9811437
1394147,14008872
1394147,30672099
1394782,118473486
1395622,41781811
1393304,1400087
1390021,51587690
1394676,2341548
1396897,186647925
1390021,66556512
1393304,1893014
1397197,1833789
1397197,2721919
1397197,2895873
1397197,8198569
1397197,11671919
1394676,9954780
1397197,13787471
1396312,4501393
1394676,11887237
1397197,38172519
1390021,87364868
1390021,94624802
1394676,80665083
1397999,2016193
1397874,1629336
1390021,105012416
1390021,107677774
1392341,350402308
1397874,24142567
1397999,57217381
1397999,74418268
1393304,7265058
1393304,7319793
1390021,168170070
1398106,3172623
1399759,13434902
1399759,136768077
1401457,2787376
1400855,1440339
1401457,7141540
1400855,2745027
1393304,18017129
1393304,18320615
1399759,211261134
1401457,32361165
1401457,74947059
1400855,42932988
1399781,12359810
1399781,12954047
1401457,260172343
1401964,2637907
1399759,259111843
1399781,95587195
1399781,96910457
1399781,141655078
1399781,235760960
1393304,107303922
1408939,1453232
1393304,123956012
1408939,1711175
1408939,1836845
1408939,2007115
1408939,2467244
1408939,2818602
1408939,3605304
1408939,6430691
1408939,10470796
1408939,16689132
1408939,22524632
1408939,23972074
1393304,152455892
1408939,119946190
1409055,15887821
1408696,2812637
1410949,5613467
1409281,15126177
